country_code,area,year,series,value
807,North Macedonia,2010,Resident patent filings (per million population),13
807,North Macedonia,2020,Resident patent filings (per million population),23
807,North Macedonia,2021,Resident patent filings (per million population),23
807,North Macedonia,1995,Grants of patents (number),163
807,North Macedonia,2005,Grants of patents (number),373
807,North Macedonia,2010,Grants of patents (number),406
807,North Macedonia,2020,Grants of patents (number),22
807,North Macedonia,2021,Grants of patents (number),51
807,North Macedonia,2019,Patents in force (number),"7,445"
807,North Macedonia,2020,Patents in force (number),"4,610"
807,North Macedonia,2021,Patents in force (number),"4,903"
578,Norway,1985,Resident patent filings (per million population),222
578,Norway,1995,Resident patent filings (per million population),259
578,Norway,2005,Resident patent filings (per million population),247
578,Norway,2010,Resident patent filings (per million population),334
578,Norway,2019,Resident patent filings (per million population),297
578,Norway,2020,Resident patent filings (per million population),284
578,Norway,2021,Resident patent filings (per million population),293
578,Norway,1985,Grants of patents (number),"2,165"
578,Norway,1995,Grants of patents (number),"2,014"
578,Norway,2005,Grants of patents (number),542
578,Norway,2010,Grants of patents (number),"1,631"
578,Norway,2019,Grants of patents (number),"1,211"
578,Norway,2020,Grants of patents (number),907
578,Norway,2021,Grants of patents (number),650
578,Norway,2010,Patents in force (number),"16,534"
578,Norway,2019,Patents in force (number),"42,202"
578,Norway,2020,Patents in force (number),"46,406"
578,Norway,2021,Patents in force (number),"48,407"
512,Oman,2019,Resident patent filings (per million population),6
512,Oman,2021,Resident patent filings (per million population),105
512,Oman,2019,Grants of patents (number),91
512,Oman,2020,Grants of patents (number),11
512,Oman,2019,Patents in force (number),506
512,Oman,2020,Patents in force (number),529
586,Pakistan,2005,Resident patent filings (per million population),1
586,Pakistan,2010,Resident patent filings (per million population),1
586,Pakistan,2019,Resident patent filings (per million population),1
586,Pakistan,2020,Resident patent filings (per million population),2
586,Pakistan,2021,Resident patent filings (per million population),2
586,Pakistan,1995,Grants of patents (number),474
586,Pakistan,2005,Grants of patents (number),393
586,Pakistan,2010,Grants of patents (number),238
586,Pakistan,2019,Grants of patents (number),268
586,Pakistan,2020,Grants of patents (number),201
586,Pakistan,2021,Grants of patents (number),234
586,Pakistan,2019,Patents in force (number),"1,861"
586,Pakistan,2020,Patents in force (number),"1,973"
586,Pakistan,2021,Patents in force (number),"2,054"
591,Panama,1985,Resident patent filings (per million population),6
591,Panama,1995,Resident patent filings (per million population),6
591,Panama,2019,Resident patent filings (per million population),8
591,Panama,2020,Resident patent filings (per million population),5
591,Panama,2021,Resident patent filings (per million population),8
591,Panama,1985,Grants of patents (number),72
591,Panama,1995,Grants of patents (number),80
591,Panama,2005,Grants of patents (number),228
591,Panama,2010,Grants of patents (number),378
591,Panama,2019,Grants of patents (number),133
591,Panama,2020,Grants of patents (number),284
591,Panama,2021,Grants of patents (number),476
591,Panama,2010,Patents in force (number),378
591,Panama,2019,Patents in force (number),"1,343"
591,Panama,2020,Patents in force (number),"1,490"
591,Panama,2021,Patents in force (number),"2,430"
598,Papua New Guinea,2019,Grants of patents (number),4
598,Papua New Guinea,2020,Grants of patents (number),5
598,Papua New Guinea,2019,Patents in force (number),82
598,Papua New Guinea,2020,Patents in force (number),86
600,Paraguay,1985,Resident patent filings (per million population),2
600,Paraguay,2005,Resident patent filings (per million population),4
600,Paraguay,2010,Resident patent filings (per million population),3
600,Paraguay,2019,Resident patent filings (per million population),1
600,Paraguay,2020,Resident patent filings (per million population),2
600,Paraguay,1985,Grants of patents (number),8
600,Paraguay,2019,Grants of patents (number),27
600,Paraguay,2020,Grants of patents (number),27
600,Paraguay,2019,Patents in force (number),175
600,Paraguay,2020,Patents in force (number),148
604,Peru,1985,Resident patent filings (per million population),2
604,Peru,2005,Resident patent filings (per million population),1
604,Peru,2010,Resident patent filings (per million population),1
604,Peru,2019,Resident patent filings (per million population),4
604,Peru,2020,Resident patent filings (per million population),4
604,Peru,2021,Resident patent filings (per million population),3
604,Peru,1985,Grants of patents (number),148
604,Peru,2005,Grants of patents (number),388
604,Peru,2010,Grants of patents (number),365
604,Peru,2019,Grants of patents (number),713
604,Peru,2020,Grants of patents (number),501
604,Peru,2021,Grants of patents (number),571
604,Peru,2005,Patents in force (number),"2,252"
604,Peru,2010,Patents in force (number),"2,435"
604,Peru,2019,Patents in force (number),"3,432"
604,Peru,2020,Patents in force (number),"3,657"
604,Peru,2021,Patents in force (number),"3,740"
608,Philippines,1985,Resident patent filings (per million population),2
608,Philippines,1995,Resident patent filings (per million population),2
608,Philippines,2005,Resident patent filings (per million population),2
608,Philippines,2010,Resident patent filings (per million population),2
608,Philippines,2019,Resident patent filings (per million population),5
608,Philippines,2020,Resident patent filings (per million population),4
608,Philippines,2021,Resident patent filings (per million population),4
608,Philippines,1985,Grants of patents (number),"1,281"
608,Philippines,1995,Grants of patents (number),589
608,Philippines,2005,Grants of patents (number),"1,642"
608,Philippines,2010,Grants of patents (number),"1,153"
608,Philippines,2019,Grants of patents (number),"1,458"
608,Philippines,2020,Grants of patents (number),"1,002"
608,Philippines,2021,Grants of patents (number),"1,449"
608,Philippines,2019,Patents in force (number),"24,797"
608,Philippines,2020,Patents in force (number),"25,715"
608,Philippines,2021,Patents in force (number),"26,973"
616,Poland,1985,Resident patent filings (per million population),138
616,Poland,1995,Resident patent filings (per million population),67
616,Poland,2005,Resident patent filings (per million population),56
616,Poland,2010,Resident patent filings (per million population),90
616,Poland,2019,Resident patent filings (per million population),115
616,Poland,2020,Resident patent filings (per million population),119
616,Poland,2021,Resident patent filings (per million population),104
616,Poland,1985,Grants of patents (number),"4,467"
616,Poland,1995,Grants of patents (number),"2,608"
616,Poland,2005,Grants of patents (number),"2,522"
616,Poland,2010,Grants of patents (number),"3,004"
616,Poland,2019,Grants of patents (number),"3,042"
616,Poland,2020,Grants of patents (number),"2,308"
616,Poland,2021,Grants of patents (number),"3,319"
616,Poland,2005,Patents in force (number),"14,578"
616,Poland,2010,Patents in force (number),"30,021"
616,Poland,2019,Patents in force (number),"91,974"
616,Poland,2020,Patents in force (number),"102,531"
616,Poland,2021,Patents in force (number),"93,364"
620,Portugal,1985,Resident patent filings (per million population),9
620,Portugal,1995,Resident patent filings (per million population),8
620,Portugal,2005,Resident patent filings (per million population),19
620,Portugal,2010,Resident patent filings (per million population),55
620,Portugal,2019,Resident patent filings (per million population),95
620,Portugal,2020,Resident patent filings (per million population),92
620,Portugal,2021,Resident patent filings (per million population),97
620,Portugal,1985,Grants of patents (number),960
620,Portugal,1995,Grants of patents (number),960
620,Portugal,2005,Grants of patents (number),231
620,Portugal,2010,Grants of patents (number),140
620,Portugal,2019,Grants of patents (number),80
620,Portugal,2020,Grants of patents (number),110
620,Portugal,2021,Grants of patents (number),191
620,Portugal,2005,Patents in force (number),"35,871"
620,Portugal,2010,Patents in force (number),"39,076"
620,Portugal,2019,Patents in force (number),"40,052"
620,Portugal,2020,Patents in force (number),"41,374"
620,Portugal,2021,Patents in force (number),"41,927"
634,Qatar,2019,Resident patent filings (per million population),15
634,Qatar,2020,Resident patent filings (per million population),30
634,Qatar,2021,Resident patent filings (per million population),16
634,Qatar,2019,Grants of patents (number),15
634,Qatar,2020,Grants of patents (number),4
634,Qatar,2021,Grants of patents (number),83
634,Qatar,2020,Patents in force (number),205
634,Qatar,2021,Patents in force (number),83
410,South Korea,1985,Resident patent filings (per million population),66
410,South Korea,1995,Resident patent filings (per million population),"1,314"
410,South Korea,2005,Resident patent filings (per million population),"2,536"
410,South Korea,2010,Resident patent filings (per million population),"2,660"
410,South Korea,2019,Resident patent filings (per million population),"3,315"
410,South Korea,2020,Resident patent filings (per million population),"3,482"
410,South Korea,2021,Resident patent filings (per million population),"3,599"
410,South Korea,1985,Grants of patents (number),"2,268"
410,South Korea,1995,Grants of patents (number),"12,512"
410,South Korea,2005,Grants of patents (number),"73,512"
410,South Korea,2010,Grants of patents (number),"68,843"
410,South Korea,2019,Grants of patents (number),"125,661"
410,South Korea,2020,Grants of patents (number),"134,766"
410,South Korea,2021,Grants of patents (number),"145,882"
410,South Korea,2005,Patents in force (number),"420,906"
410,South Korea,2010,Patents in force (number),"640,412"
410,South Korea,2019,Patents in force (number),"1,048,079"
410,South Korea,2020,Patents in force (number),"1,096,721"
410,South Korea,2021,Patents in force (number),"1,153,320"
498,Moldova,1995,Resident patent filings (per million population),92
498,Moldova,2005,Resident patent filings (per million population),131
498,Moldova,2010,Resident patent filings (per million population),52
498,Moldova,2019,Resident patent filings (per million population),32
498,Moldova,2020,Resident patent filings (per million population),32
498,Moldova,2021,Resident patent filings (per million population),25
498,Moldova,1995,Grants of patents (number),227
498,Moldova,2005,Grants of patents (number),269
498,Moldova,2010,Grants of patents (number),132
498,Moldova,2019,Grants of patents (number),57
498,Moldova,2020,Grants of patents (number),44
498,Moldova,2021,Grants of patents (number),69
498,Moldova,2005,Patents in force (number),"1,108"
498,Moldova,2010,Patents in force (number),"1,018"
498,Moldova,2019,Patents in force (number),317
498,Moldova,2020,Patents in force (number),289
498,Moldova,2021,Patents in force (number),293
642,Romania,1985,Resident patent filings (per million population),185
642,Romania,1995,Resident patent filings (per million population),80
642,Romania,2005,Resident patent filings (per million population),43
642,Romania,2010,Resident patent filings (per million population),69
642,Romania,2019,Resident patent filings (per million population),48
642,Romania,2020,Resident patent filings (per million population),45
642,Romania,2021,Resident patent filings (per million population),42
642,Romania,1985,Grants of patents (number),"2,786"
642,Romania,1995,Grants of patents (number),"1,860"
642,Romania,2005,Grants of patents (number),759
642,Romania,2010,Grants of patents (number),447
642,Romania,2019,Grants of patents (number),357
642,Romania,2020,Grants of patents (number),367
642,Romania,2021,Grants of patents (number),376
642,Romania,2005,Patents in force (number),"8,627"
642,Romania,2010,Patents in force (number),"2,915"
642,Romania,2019,Patents in force (number),"24,809"
642,Romania,2020,Patents in force (number),"27,475"
642,Romania,2021,Patents in force (number),"27,264"
643,Russia,1995,Resident patent filings (per million population),118
643,Russia,2005,Resident patent filings (per million population),166
643,Russia,2010,Resident patent filings (per million population),203
643,Russia,2019,Resident patent filings (per million population),165
643,Russia,2020,Resident patent filings (per million population),168
643,Russia,2021,Resident patent filings (per million population),139
643,Russia,1995,Grants of patents (number),"25,633"
643,Russia,2005,Grants of patents (number),"23,390"
643,Russia,2010,Grants of patents (number),"30,322"
643,Russia,2019,Grants of patents (number),"34,008"
643,Russia,2020,Grants of patents (number),"28,788"
643,Russia,2021,Grants of patents (number),"23,662"
643,Russia,2005,Patents in force (number),"123,089"
643,Russia,2010,Patents in force (number),"181,904"
643,Russia,2019,Patents in force (number),"263,688"
643,Russia,2020,Patents in force (number),"266,189"
643,Russia,2021,Patents in force (number),"264,587"
646,Rwanda,2021,Resident patent filings (per million population),1
646,Rwanda,1985,Grants of patents (number),1
646,Rwanda,2005,Grants of patents (number),3
646,Rwanda,2019,Grants of patents (number),75
646,Rwanda,2021,Grants of patents (number),13
670,Saint Vincent and the Grenadines,2019,Grants of patents (number),2
670,Saint Vincent and the Grenadines,2020,Grants of patents (number),19
670,Saint Vincent and the Grenadines,2019,Patents in force (number),19
670,Saint Vincent and the Grenadines,2020,Patents in force (number),19
670,Saint Vincent and the Grenadines,2021,Patents in force (number),20
882,Samoa,1985,Grants of patents (number),4
882,Samoa,1995,Grants of patents (number),2
882,Samoa,2019,Grants of patents (number),3
882,Samoa,2021,Grants of patents (number),3
882,Samoa,2019,Patents in force (number),56
882,Samoa,2021,Patents in force (number),51
674,San Marino,2019,Grants of patents (number),753
674,San Marino,2020,Grants of patents (number),715
674,San Marino,2021,Grants of patents (number),729
678,Sao Tome and Principe,2019,Patents in force (number),6
682,Saudi Arabia,1995,Resident patent filings (per million population),2
682,Saudi Arabia,2005,Resident patent filings (per million population),6
682,Saudi Arabia,2010,Resident patent filings (per million population),12
682,Saudi Arabia,2019,Resident patent filings (per million population),50
682,Saudi Arabia,2020,Resident patent filings (per million population),61
682,Saudi Arabia,2021,Resident patent filings (per million population),42
682,Saudi Arabia,1995,Grants of patents (number),3
682,Saudi Arabia,2005,Grants of patents (number),225
682,Saudi Arabia,2010,Grants of patents (number),194
682,Saudi Arabia,2019,Grants of patents (number),480
682,Saudi Arabia,2020,Grants of patents (number),705
682,Saudi Arabia,2021,Grants of patents (number),"1,746"
682,Saudi Arabia,2019,Patents in force (number),"3,829"
682,Saudi Arabia,2020,Patents in force (number),"4,175"
682,Saudi Arabia,2021,Patents in force (number),"6,017"
686,Senegal,2005,Resident patent filings (per million population),1
686,Senegal,2019,Resident patent filings (per million population),1
686,Senegal,2020,Resident patent filings (per million population),1
686,Senegal,2021,Resident patent filings (per million population),2
688,Serbia,2005,Resident patent filings (per million population),50
688,Serbia,2010,Resident patent filings (per million population),40
688,Serbia,2019,Resident patent filings (per million population),26
688,Serbia,2020,Resident patent filings (per million population),21
688,Serbia,2021,Resident patent filings (per million population),23
688,Serbia,2005,Grants of patents (number),265
688,Serbia,2010,Grants of patents (number),427
688,Serbia,2019,Grants of patents (number),59
688,Serbia,2020,Grants of patents (number),65
688,Serbia,2021,Grants of patents (number),45
688,Serbia,2010,Patents in force (number),"1,477"
688,Serbia,2019,Patents in force (number),"6,773"
688,Serbia,2020,Patents in force (number),"7,528"
688,Serbia,2021,Patents in force (number),"8,198"
690,Seychelles,1985,Grants of patents (number),2
690,Seychelles,1995,Grants of patents (number),1
690,Seychelles,2020,Grants of patents (number),30
690,Seychelles,2021,Grants of patents (number),26
690,Seychelles,2019,Patents in force (number),209
690,Seychelles,2020,Patents in force (number),225
690,Seychelles,2021,Patents in force (number),264
694,Sierra Leone,1995,Grants of patents (number),5
702,Singapore,1985,Resident patent filings (per million population),2
702,Singapore,1995,Resident patent filings (per million population),41
702,Singapore,2005,Resident patent filings (per million population),133
702,Singapore,2010,Resident patent filings (per million population),176
702,Singapore,2019,Resident patent filings (per million population),303
702,Singapore,2020,Resident patent filings (per million population),313
702,Singapore,2021,Resident patent filings (per million population),371
702,Singapore,1985,Grants of patents (number),416
702,Singapore,1995,Grants of patents (number),"1,750"
702,Singapore,2005,Grants of patents (number),"7,530"
702,Singapore,2010,Grants of patents (number),"4,442"
702,Singapore,2019,Grants of patents (number),"4,188"
702,Singapore,2020,Grants of patents (number),"5,386"
702,Singapore,2021,Grants of patents (number),"6,488"
702,Singapore,2005,Patents in force (number),"43,024"
702,Singapore,2010,Patents in force (number),"43,591"
702,Singapore,2019,Patents in force (number),"47,310"
702,Singapore,2020,Patents in force (number),"46,640"
702,Singapore,2021,Patents in force (number),"47,801"
703,Slovakia,1995,Resident patent filings (per million population),50
703,Slovakia,2005,Resident patent filings (per million population),32
703,Slovakia,2010,Resident patent filings (per million population),48
703,Slovakia,2019,Resident patent filings (per million population),46
703,Slovakia,2020,Resident patent filings (per million population),48
703,Slovakia,2021,Resident patent filings (per million population),35
703,Slovakia,1995,Grants of patents (number),381
703,Slovakia,2005,Grants of patents (number),560
703,Slovakia,2010,Grants of patents (number),376
703,Slovakia,2019,Grants of patents (number),91
703,Slovakia,2020,Grants of patents (number),89
703,Slovakia,2021,Grants of patents (number),106
703,Slovakia,2005,Patents in force (number),"4,033"
703,Slovakia,2010,Patents in force (number),"10,565"
703,Slovakia,2019,Patents in force (number),"20,981"
703,Slovakia,2020,Patents in force (number),"21,912"
703,Slovakia,2021,Patents in force (number),"21,940"
705,Slovenia,1995,Resident patent filings (per million population),158
705,Slovenia,2005,Resident patent filings (per million population),215
705,Slovenia,2010,Resident patent filings (per million population),282
705,Slovenia,1995,Grants of patents (number),380
705,Slovenia,2005,Grants of patents (number),285
705,Slovenia,2010,Grants of patents (number),250
705,Slovenia,2005,Patents in force (number),"5,201"
705,Slovenia,2010,Patents in force (number),"1,485"
90,Solomon Islands,1985,Grants of patents (number),4
706,Somalia,1985,Grants of patents (number),7
710,South Africa,1985,Resident patent filings (per million population),124
710,South Africa,1995,Resident patent filings (per million population),21
710,South Africa,2005,Resident patent filings (per million population),21
710,South Africa,2010,Resident patent filings (per million population),16
710,South Africa,2019,Resident patent filings (per million population),10
710,South Africa,2020,Resident patent filings (per million population),9
710,South Africa,2021,Resident patent filings (per million population),30
710,South Africa,1985,Grants of patents (number),"6,768"
710,South Africa,1995,Grants of patents (number),"5,113"
710,South Africa,2005,Grants of patents (number),"1,831"
710,South Africa,2010,Grants of patents (number),"5,331"
710,South Africa,2019,Grants of patents (number),"6,162"
710,South Africa,2020,Grants of patents (number),"3,466"
710,South Africa,2021,Grants of patents (number),"6,107"
710,South Africa,2019,Patents in force (number),"76,936"
710,South Africa,2020,Patents in force (number),"78,787"
710,South Africa,2021,Patents in force (number),"85,431"
724,Spain,1985,Resident patent filings (per million population),56
724,Spain,1995,Resident patent filings (per million population),52
724,Spain,2005,Resident patent filings (per million population),92
724,Spain,2010,Resident patent filings (per million population),107
724,Spain,2019,Resident patent filings (per million population),67
724,Spain,2020,Resident patent filings (per million population),68
724,Spain,2021,Resident patent filings (per million population),69
724,Spain,1985,Grants of patents (number),"9,115"
724,Spain,1995,Grants of patents (number),686
724,Spain,2005,Grants of patents (number),"2,769"
724,Spain,2010,Grants of patents (number),"2,773"
724,Spain,2019,Grants of patents (number),"1,272"
724,Spain,2020,Grants of patents (number),641
724,Spain,2021,Grants of patents (number),716
724,Spain,2005,Patents in force (number),"39,297"
724,Spain,2010,Patents in force (number),"175,687"
724,Spain,2019,Patents in force (number),"222,666"
724,Spain,2020,Patents in force (number),"224,455"
724,Spain,2021,Patents in force (number),"225,741"
144,Sri Lanka,1985,Resident patent filings (per million population),2
144,Sri Lanka,1995,Resident patent filings (per million population),4
144,Sri Lanka,2005,Resident patent filings (per million population),8
144,Sri Lanka,2010,Resident patent filings (per million population),11
144,Sri Lanka,2019,Resident patent filings (per million population),16
144,Sri Lanka,2020,Resident patent filings (per million population),16
144,Sri Lanka,2021,Resident patent filings (per million population),12
144,Sri Lanka,1985,Grants of patents (number),112
144,Sri Lanka,1995,Grants of patents (number),159
144,Sri Lanka,2005,Grants of patents (number),180
144,Sri Lanka,2010,Grants of patents (number),504
144,Sri Lanka,2019,Grants of patents (number),175
144,Sri Lanka,2020,Grants of patents (number),273
144,Sri Lanka,2021,Grants of patents (number),194
144,Sri Lanka,2019,Patents in force (number),781
144,Sri Lanka,2020,Patents in force (number),939
144,Sri Lanka,2021,Patents in force (number),995
729,Sudan,2010,Resident patent filings (per million population),7
729,Sudan,2019,Resident patent filings (per million population),6
729,Sudan,2020,Resident patent filings (per million population),4
729,Sudan,2005,Grants of patents (number),174
729,Sudan,2010,Grants of patents (number),125
729,Sudan,2019,Grants of patents (number),139
729,Sudan,2020,Grants of patents (number),117
752,Sweden,1985,Resident patent filings (per million population),460
752,Sweden,1995,Resident patent filings (per million population),447
752,Sweden,2005,Resident patent filings (per million population),555
752,Sweden,2010,Resident patent filings (per million population),614
752,Sweden,2019,Resident patent filings (per million population),601
752,Sweden,2020,Resident patent filings (per million population),597
752,Sweden,2021,Resident patent filings (per million population),645
752,Sweden,1985,Grants of patents (number),"5,681"
752,Sweden,1995,Grants of patents (number),"1,541"
752,Sweden,2005,Grants of patents (number),"1,911"
752,Sweden,2010,Grants of patents (number),"1,380"
752,Sweden,2019,Grants of patents (number),920
752,Sweden,2020,Grants of patents (number),"1,534"
752,Sweden,2021,Grants of patents (number),717
752,Sweden,2005,Patents in force (number),"102,741"
752,Sweden,2010,Patents in force (number),"96,796"
752,Sweden,2019,Patents in force (number),"107,032"
752,Sweden,2020,Patents in force (number),"111,789"
752,Sweden,2021,Patents in force (number),"112,035"
756,Switzerland,1985,Resident patent filings (per million population),493
756,Switzerland,1995,Resident patent filings (per million population),411
756,Switzerland,2005,Resident patent filings (per million population),897
756,Switzerland,2010,Resident patent filings (per million population),"1,069"
756,Switzerland,2019,Resident patent filings (per million population),"1,122"
756,Switzerland,2020,Resident patent filings (per million population),"1,099"
756,Switzerland,2021,Resident patent filings (per million population),"1,119"
756,Switzerland,1985,Grants of patents (number),"6,421"
756,Switzerland,1995,Grants of patents (number),"1,303"
756,Switzerland,2010,Grants of patents (number),741
756,Switzerland,2019,Grants of patents (number),615
756,Switzerland,2020,Grants of patents (number),745
756,Switzerland,2021,Grants of patents (number),724
756,Switzerland,2005,Patents in force (number),"99,531"
756,Switzerland,2010,Patents in force (number),"123,033"
756,Switzerland,2019,Patents in force (number),"246,124"
756,Switzerland,2020,Patents in force (number),"250,143"
756,Switzerland,2021,Patents in force (number),"264,909"
760,Syria,1995,Resident patent filings (per million population),9
760,Syria,2005,Resident patent filings (per million population),6
760,Syria,2019,Resident patent filings (per million population),7
760,Syria,2020,Resident patent filings (per million population),4
760,Syria,1995,Grants of patents (number),71
760,Syria,2005,Grants of patents (number),72
760,Syria,2019,Grants of patents (number),58
760,Syria,2020,Patents in force (number),65
760,Syria,2021,Patents in force (number),125
762,Tajikistan,1995,Resident patent filings (per million population),6
762,Tajikistan,2005,Resident patent filings (per million population),4
762,Tajikistan,2010,Resident patent filings (per million population),1
762,Tajikistan,2019,Resident patent filings (per million population),2
762,Tajikistan,1995,Grants of patents (number),47
762,Tajikistan,2010,Grants of patents (number),3
762,Tajikistan,2019,Grants of patents (number),1
762,Tajikistan,2010,Patents in force (number),248
764,Thailand,1985,Resident patent filings (per million population),1
764,Thailand,1995,Resident patent filings (per million population),2
764,Thailand,2005,Resident patent filings (per million population),14
764,Thailand,2010,Resident patent filings (per million population),18
764,Thailand,2019,Resident patent filings (per million population),12
764,Thailand,2020,Resident patent filings (per million population),12
764,Thailand,2021,Resident patent filings (per million population),12
764,Thailand,1985,Grants of patents (number),45
764,Thailand,1995,Grants of patents (number),470
764,Thailand,2005,Grants of patents (number),553
764,Thailand,2010,Grants of patents (number),772
764,Thailand,2019,Grants of patents (number),"3,121"
764,Thailand,2020,Grants of patents (number),"3,525"
764,Thailand,2021,Grants of patents (number),"2,994"
764,Thailand,2010,Patents in force (number),"10,201"
764,Thailand,2019,Patents in force (number),"16,204"
764,Thailand,2020,Patents in force (number),"17,306"
764,Thailand,2021,Patents in force (number),"18,817"
768,Togo,2020,Resident patent filings (per million population),1
780,Trinidad and Tobago,1995,Resident patent filings (per million population),19
780,Trinidad and Tobago,2005,Resident patent filings (per million population),1
780,Trinidad and Tobago,2019,Resident patent filings (per million population),1
780,Trinidad and Tobago,2020,Resident patent filings (per million population),1
780,Trinidad and Tobago,2021,Resident patent filings (per million population),1
780,Trinidad and Tobago,1995,Grants of patents (number),87
780,Trinidad and Tobago,2019,Grants of patents (number),68
780,Trinidad and Tobago,2020,Grants of patents (number),67
780,Trinidad and Tobago,2021,Grants of patents (number),40
780,Trinidad and Tobago,2021,Patents in force (number),"1,075"
788,Tunisia,1985,Resident patent filings (per million population),2
788,Tunisia,1995,Resident patent filings (per million population),3
788,Tunisia,2005,Resident patent filings (per million population),6
788,Tunisia,2010,Resident patent filings (per million population),11
788,Tunisia,1995,Grants of patents (number),141
788,Tunisia,2005,Grants of patents (number),338
788,Tunisia,2010,Grants of patents (number),620
788,Tunisia,2019,Grants of patents (number),328
792,Turkey,1985,Resident patent filings (per million population),3
792,Turkey,1995,Resident patent filings (per million population),3
792,Turkey,2005,Resident patent filings (per million population),15
792,Turkey,2010,Resident patent filings (per million population),48
792,Turkey,2019,Resident patent filings (per million population),100
792,Turkey,2020,Resident patent filings (per million population),101
792,Turkey,2021,Resident patent filings (per million population),106
792,Turkey,1985,Grants of patents (number),385
792,Turkey,1995,Grants of patents (number),763
792,Turkey,2005,Grants of patents (number),823
792,Turkey,2019,Grants of patents (number),"1,941"
792,Turkey,2020,Grants of patents (number),"2,063"
792,Turkey,2021,Grants of patents (number),"3,387"
792,Turkey,2010,Patents in force (number),"24,969"
792,Turkey,2019,Patents in force (number),"81,685"
792,Turkey,2020,Patents in force (number),"88,753"
792,Turkey,2021,Patents in force (number),"82,425"
798,Tuvalu,2019,Grants of patents (number),10
798,Tuvalu,2020,Grants of patents (number),10
798,Tuvalu,2019,Patents in force (number),17
798,Tuvalu,2020,Patents in force (number),27
800,Uganda,1985,Grants of patents (number),26
800,Uganda,2019,Grants of patents (number),1
804,Ukraine,1995,Resident patent filings (per million population),93
804,Ukraine,2005,Resident patent filings (per million population),75
804,Ukraine,2010,Resident patent filings (per million population),56
804,Ukraine,2019,Resident patent filings (per million population),47
804,Ukraine,2020,Resident patent filings (per million population),31
804,Ukraine,2021,Resident patent filings (per million population),30
804,Ukraine,1995,Grants of patents (number),"1,350"
804,Ukraine,2005,Grants of patents (number),"3,719"
804,Ukraine,2010,Grants of patents (number),"3,874"
804,Ukraine,2019,Grants of patents (number),"2,255"
804,Ukraine,2020,Grants of patents (number),"2,179"
804,Ukraine,2021,Grants of patents (number),"2,298"
804,Ukraine,2005,Patents in force (number),"37,336"
804,Ukraine,2010,Patents in force (number),"24,622"
804,Ukraine,2019,Patents in force (number),"22,440"
804,Ukraine,2020,Patents in force (number),"21,190"
804,Ukraine,2021,Patents in force (number),"18,478"
784,United Arab Emirates,2010,Resident patent filings (per million population),3
784,United Arab Emirates,2019,Resident patent filings (per million population),10
784,United Arab Emirates,2020,Resident patent filings (per million population),7
784,United Arab Emirates,2021,Resident patent filings (per million population),7
784,United Arab Emirates,2010,Grants of patents (number),2
784,United Arab Emirates,2019,Grants of patents (number),"1,278"
784,United Arab Emirates,2020,Grants of patents (number),506
784,United Arab Emirates,2021,Grants of patents (number),655
784,United Arab Emirates,2010,Patents in force (number),113
784,United Arab Emirates,2019,Patents in force (number),"1,283"
784,United Arab Emirates,2020,Patents in force (number),"2,416"
784,United Arab Emirates,2021,Patents in force (number),"2,705"
826,United Kingdom,1985,Resident patent filings (per million population),348
826,United Kingdom,1995,Resident patent filings (per million population),321
826,United Kingdom,2005,Resident patent filings (per million population),372
826,United Kingdom,2010,Resident patent filings (per million population),333
826,United Kingdom,2019,Resident patent filings (per million population),272
826,United Kingdom,2020,Resident patent filings (per million population),264
826,United Kingdom,2021,Resident patent filings (per million population),256
826,United Kingdom,1985,Grants of patents (number),"20,880"
826,United Kingdom,1995,Grants of patents (number),"9,473"
826,United Kingdom,2005,Grants of patents (number),"10,159"
826,United Kingdom,2010,Grants of patents (number),"5,594"
826,United Kingdom,2019,Grants of patents (number),"5,948"
826,United Kingdom,2020,Grants of patents (number),"9,772"
826,United Kingdom,2021,Grants of patents (number),"10,895"
826,United Kingdom,2010,Patents in force (number),"413,177"
826,United Kingdom,2019,Patents in force (number),"641,887"
826,United Kingdom,2020,Patents in force (number),"682,245"
826,United Kingdom,2021,Patents in force (number),"690,131"
834,Tanzania,1985,Grants of patents (number),30
834,Tanzania,2005,Grants of patents (number),3
834,Tanzania,2010,Grants of patents (number),1
834,Tanzania,2019,Grants of patents (number),19
834,Tanzania,2020,Grants of patents (number),7
834,Tanzania,2021,Grants of patents (number),13
840,United States of America,1985,Resident patent filings (per million population),268
840,United States of America,1995,Resident patent filings (per million population),466
840,United States of America,2005,Resident patent filings (per million population),703
840,United States of America,2010,Resident patent filings (per million population),782
840,United States of America,2019,Resident patent filings (per million population),868
840,United States of America,2020,Resident patent filings (per million population),813
840,United States of America,2021,Resident patent filings (per million population),790
840,United States of America,1985,Grants of patents (number),"71,661"
840,United States of America,1995,Grants of patents (number),"101,419"
840,United States of America,2005,Grants of patents (number),"143,806"
840,United States of America,2010,Grants of patents (number),"219,614"
840,United States of America,2019,Grants of patents (number),"354,430"
840,United States of America,2020,Grants of patents (number),"351,993"
840,United States of America,2021,Grants of patents (number),"327,307"
840,United States of America,2005,Patents in force (number),"1,683,968"
840,United States of America,2010,Patents in force (number),"2,017,318"
840,United States of America,2019,Patents in force (number),"3,131,427"
840,United States of America,2020,Patents in force (number),"3,348,531"
840,United States of America,2021,Patents in force (number),"3,327,540"
858,Uruguay,1985,Resident patent filings (per million population),21
858,Uruguay,1995,Resident patent filings (per million population),11
