region,country,year,patents,number_patents,patents_mapped
492,Monaco,2020,Patents in force (number),,3
492,Monaco,2021,Patents in force (number),,3
496,Mongolia,1995,Resident patent filings (per million population),57.0,2
496,Mongolia,2005,Resident patent filings (per million population),40.0,2
496,Mongolia,2010,Resident patent filings (per million population),40.0,2
496,Mongolia,2019,Resident patent filings (per million population),26.0,2
496,Mongolia,2020,Resident patent filings (per million population),20.0,2
496,Mongolia,2021,Resident patent filings (per million population),33.0,2
496,Mongolia,1985,Grants of patents (number),5.0,1
496,Mongolia,1995,Grants of patents (number),117.0,1
496,Mongolia,2005,Grants of patents (number),197.0,1
496,Mongolia,2010,Grants of patents (number),96.0,1
496,Mongolia,2019,Grants of patents (number),177.0,1
496,Mongolia,2020,Grants of patents (number),124.0,1
496,Mongolia,2021,Grants of patents (number),186.0,1
496,Mongolia,2005,Patents in force (number),,3
496,Mongolia,2010,Patents in force (number),,3
496,Mongolia,2019,Patents in force (number),,3
496,Mongolia,2020,Patents in force (number),,3
496,Mongolia,2021,Patents in force (number),,3
499,Montenegro,2010,Grants of patents (number),264.0,1
499,Montenegro,2019,Grants of patents (number),7.0,1
499,Montenegro,2020,Grants of patents (number),4.0,1
499,Montenegro,2010,Patents in force (number),264.0,3
504,Morocco,1985,Resident patent filings (per million population),2.0,2
504,Morocco,1995,Resident patent filings (per million population),3.0,2
504,Morocco,2005,Resident patent filings (per million population),5.0,2
504,Morocco,2010,Resident patent filings (per million population),5.0,2
504,Morocco,2019,Resident patent filings (per million population),6.0,2
504,Morocco,2020,Resident patent filings (per million population),7.0,2
504,Morocco,2021,Resident patent filings (per million population),7.0,2
504,Morocco,1985,Grants of patents (number),313.0,1
504,Morocco,1995,Grants of patents (number),354.0,1
504,Morocco,2005,Grants of patents (number),556.0,1
504,Morocco,2010,Grants of patents (number),808.0,1
504,Morocco,2019,Grants of patents (number),357.0,1
504,Morocco,2020,Grants of patents (number),400.0,1
504,Morocco,2021,Grants of patents (number),745.0,1
504,Morocco,2005,Patents in force (number),,3
504,Morocco,2019,Patents in force (number),,3
504,Morocco,2020,Patents in force (number),,3
504,Morocco,2021,Patents in force (number),,3
508,Mozambique,2010,Resident patent filings (per million population),1.0,2
508,Mozambique,2019,Resident patent filings (per million population),1.0,2
508,Mozambique,2020,Resident patent filings (per million population),1.0,2
508,Mozambique,2021,Resident patent filings (per million population),1.0,2
508,Mozambique,2005,Grants of patents (number),14.0,1
508,Mozambique,2019,Patents in force (number),,3
508,Mozambique,2020,Patents in force (number),,3
508,Mozambique,2021,Patents in force (number),,3
516,Namibia,2019,Resident patent filings (per million population),4.0,2
516,Namibia,2019,Grants of patents (number),30.0,1
516,Namibia,2020,Grants of patents (number),21.0,1
516,Namibia,2019,Patents in force (number),643.0,3
516,Namibia,2020,Patents in force (number),664.0,3
524,Nepal,1985,Grants of patents (number),1.0,1
524,Nepal,1995,Grants of patents (number),1.0,1
524,Nepal,2005,Grants of patents (number),3.0,1
528,Netherlands (Kingdom of the),1985,Resident patent filings (per million population),134.0,2
528,Netherlands (Kingdom of the),1995,Resident patent filings (per million population),137.0,2
528,Netherlands (Kingdom of the),2005,Resident patent filings (per million population),614.0,2
528,Netherlands (Kingdom of the),2010,Resident patent filings (per million population),511.0,2
528,Netherlands (Kingdom of the),2019,Resident patent filings (per million population),529.0,2
528,Netherlands (Kingdom of the),2020,Resident patent filings (per million population),492.0,2
528,Netherlands (Kingdom of the),2021,Resident patent filings (per million population),493.0,2
528,Netherlands (Kingdom of the),1985,Grants of patents (number),,1
528,Netherlands (Kingdom of the),1995,Grants of patents (number),673.0,1
528,Netherlands (Kingdom of the),2005,Grants of patents (number),,1
528,Netherlands (Kingdom of the),2010,Grants of patents (number),,1
528,Netherlands (Kingdom of the),2019,Grants of patents (number),,1
528,Netherlands (Kingdom of the),2020,Grants of patents (number),,1
528,Netherlands (Kingdom of the),2021,Grants of patents (number),,1
528,Netherlands (Kingdom of the),2005,Patents in force (number),,3
528,Netherlands (Kingdom of the),2010,Patents in force (number),,3
528,Netherlands (Kingdom of the),2019,Patents in force (number),,3
528,Netherlands (Kingdom of the),2020,Patents in force (number),,3
528,Netherlands (Kingdom of the),2021,Patents in force (number),,3
554,New Zealand,1985,Resident patent filings (per million population),310.0,2
554,New Zealand,1995,Resident patent filings (per million population),350.0,2
554,New Zealand,2005,Resident patent filings (per million population),458.0,2
554,New Zealand,2010,Resident patent filings (per million population),364.0,2
554,New Zealand,2019,Resident patent filings (per million population),65.0,2
554,New Zealand,2020,Resident patent filings (per million population),68.0,2
554,New Zealand,2021,Resident patent filings (per million population),64.0,2
554,New Zealand,1985,Grants of patents (number),,1
554,New Zealand,1995,Grants of patents (number),,1
554,New Zealand,2005,Grants of patents (number),,1
554,New Zealand,2010,Grants of patents (number),,1
554,New Zealand,2019,Grants of patents (number),,1
554,New Zealand,2020,Grants of patents (number),,1
554,New Zealand,2021,Grants of patents (number),,1
554,New Zealand,2005,Patents in force (number),,3
554,New Zealand,2010,Patents in force (number),,3
554,New Zealand,2019,Patents in force (number),,3
554,New Zealand,2020,Patents in force (number),,3
554,New Zealand,2021,Patents in force (number),,3
558,Nicaragua,1985,Resident patent filings (per million population),1.0,2
558,Nicaragua,1985,Grants of patents (number),25.0,1
558,Nicaragua,1995,Grants of patents (number),1.0,1
566,Nigeria,2019,Resident patent filings (per million population),2.0,2
566,Nigeria,2020,Resident patent filings (per million population),2.0,2
566,Nigeria,2019,Patents in force (number),853.0,3
566,Nigeria,2020,Patents in force (number),451.0,3
807,North Macedonia,1995,Resident patent filings (per million population),50.0,2
807,North Macedonia,2005,Resident patent filings (per million population),26.0,2
807,North Macedonia,2010,Resident patent filings (per million population),13.0,2
807,North Macedonia,2020,Resident patent filings (per million population),23.0,2
807,North Macedonia,2021,Resident patent filings (per million population),23.0,2
807,North Macedonia,1995,Grants of patents (number),163.0,1
807,North Macedonia,2005,Grants of patents (number),373.0,1
807,North Macedonia,2010,Grants of patents (number),406.0,1
807,North Macedonia,2020,Grants of patents (number),22.0,1
807,North Macedonia,2021,Grants of patents (number),51.0,1
807,North Macedonia,2019,Patents in force (number),,3
807,North Macedonia,2020,Patents in force (number),,3
807,North Macedonia,2021,Patents in force (number),,3
578,Norway,1985,Resident patent filings (per million population),222.0,2
578,Norway,1995,Resident patent filings (per million population),259.0,2
578,Norway,2005,Resident patent filings (per million population),247.0,2
578,Norway,2010,Resident patent filings (per million population),334.0,2
578,Norway,2019,Resident patent filings (per million population),297.0,2
578,Norway,2020,Resident patent filings (per million population),284.0,2
578,Norway,2021,Resident patent filings (per million population),293.0,2
578,Norway,1985,Grants of patents (number),,1
578,Norway,1995,Grants of patents (number),,1
578,Norway,2005,Grants of patents (number),542.0,1
578,Norway,2010,Grants of patents (number),,1
578,Norway,2019,Grants of patents (number),,1
578,Norway,2020,Grants of patents (number),907.0,1
578,Norway,2021,Grants of patents (number),650.0,1
578,Norway,2010,Patents in force (number),,3
578,Norway,2019,Patents in force (number),,3
578,Norway,2020,Patents in force (number),,3
578,Norway,2021,Patents in force (number),,3
512,Oman,2019,Resident patent filings (per million population),6.0,2
512,Oman,2021,Resident patent filings (per million population),105.0,2
512,Oman,2019,Grants of patents (number),91.0,1
512,Oman,2020,Grants of patents (number),11.0,1
512,Oman,2019,Patents in force (number),506.0,3
512,Oman,2020,Patents in force (number),529.0,3
586,Pakistan,2005,Resident patent filings (per million population),1.0,2
586,Pakistan,2010,Resident patent filings (per million population),1.0,2
586,Pakistan,2019,Resident patent filings (per million population),1.0,2
586,Pakistan,2020,Resident patent filings (per million population),2.0,2
586,Pakistan,2021,Resident patent filings (per million population),2.0,2
586,Pakistan,1995,Grants of patents (number),474.0,1
586,Pakistan,2005,Grants of patents (number),393.0,1
586,Pakistan,2010,Grants of patents (number),238.0,1
586,Pakistan,2019,Grants of patents (number),268.0,1
586,Pakistan,2020,Grants of patents (number),201.0,1
586,Pakistan,2021,Grants of patents (number),234.0,1
586,Pakistan,2019,Patents in force (number),,3
586,Pakistan,2020,Patents in force (number),,3
586,Pakistan,2021,Patents in force (number),,3
591,Panama,1985,Resident patent filings (per million population),6.0,2
591,Panama,1995,Resident patent filings (per million population),6.0,2
591,Panama,2019,Resident patent filings (per million population),8.0,2
591,Panama,2020,Resident patent filings (per million population),5.0,2
591,Panama,2021,Resident patent filings (per million population),8.0,2
591,Panama,1985,Grants of patents (number),72.0,1
591,Panama,1995,Grants of patents (number),80.0,1
591,Panama,2005,Grants of patents (number),228.0,1
591,Panama,2010,Grants of patents (number),378.0,1
591,Panama,2019,Grants of patents (number),133.0,1
591,Panama,2020,Grants of patents (number),284.0,1
591,Panama,2021,Grants of patents (number),476.0,1
591,Panama,2010,Patents in force (number),378.0,3
591,Panama,2019,Patents in force (number),,3
591,Panama,2020,Patents in force (number),,3
591,Panama,2021,Patents in force (number),,3
598,Papua New Guinea,2019,Grants of patents (number),4.0,1
598,Papua New Guinea,2020,Grants of patents (number),5.0,1
598,Papua New Guinea,2019,Patents in force (number),82.0,3
598,Papua New Guinea,2020,Patents in force (number),86.0,3
600,Paraguay,1985,Resident patent filings (per million population),2.0,2
600,Paraguay,2005,Resident patent filings (per million population),4.0,2
600,Paraguay,2010,Resident patent filings (per million population),3.0,2
600,Paraguay,2019,Resident patent filings (per million population),1.0,2
600,Paraguay,2020,Resident patent filings (per million population),2.0,2
600,Paraguay,1985,Grants of patents (number),8.0,1
600,Paraguay,2019,Grants of patents (number),27.0,1
600,Paraguay,2020,Grants of patents (number),27.0,1
600,Paraguay,2019,Patents in force (number),175.0,3
600,Paraguay,2020,Patents in force (number),148.0,3
604,Peru,1985,Resident patent filings (per million population),2.0,2
604,Peru,2005,Resident patent filings (per million population),1.0,2
604,Peru,2010,Resident patent filings (per million population),1.0,2
604,Peru,2019,Resident patent filings (per million population),4.0,2
604,Peru,2020,Resident patent filings (per million population),4.0,2
604,Peru,2021,Resident patent filings (per million population),3.0,2
604,Peru,1985,Grants of patents (number),148.0,1
604,Peru,2005,Grants of patents (number),388.0,1
604,Peru,2010,Grants of patents (number),365.0,1
604,Peru,2019,Grants of patents (number),713.0,1
604,Peru,2020,Grants of patents (number),501.0,1
604,Peru,2021,Grants of patents (number),571.0,1
604,Peru,2005,Patents in force (number),,3
604,Peru,2010,Patents in force (number),,3
604,Peru,2019,Patents in force (number),,3
604,Peru,2020,Patents in force (number),,3
604,Peru,2021,Patents in force (number),,3
608,Philippines,1985,Resident patent filings (per million population),2.0,2
608,Philippines,1995,Resident patent filings (per million population),2.0,2
608,Philippines,2005,Resident patent filings (per million population),2.0,2
608,Philippines,2010,Resident patent filings (per million population),2.0,2
608,Philippines,2019,Resident patent filings (per million population),5.0,2
608,Philippines,2020,Resident patent filings (per million population),4.0,2
608,Philippines,2021,Resident patent filings (per million population),4.0,2
608,Philippines,1985,Grants of patents (number),,1
608,Philippines,1995,Grants of patents (number),589.0,1
608,Philippines,2005,Grants of patents (number),,1
608,Philippines,2010,Grants of patents (number),,1
608,Philippines,2019,Grants of patents (number),,1
608,Philippines,2020,Grants of patents (number),,1
608,Philippines,2021,Grants of patents (number),,1
608,Philippines,2019,Patents in force (number),,3
608,Philippines,2020,Patents in force (number),,3
608,Philippines,2021,Patents in force (number),,3
616,Poland,1985,Resident patent filings (per million population),138.0,2
616,Poland,1995,Resident patent filings (per million population),67.0,2
616,Poland,2005,Resident patent filings (per million population),56.0,2
616,Poland,2010,Resident patent filings (per million population),90.0,2
616,Poland,2019,Resident patent filings (per million population),115.0,2
616,Poland,2020,Resident patent filings (per million population),119.0,2
616,Poland,2021,Resident patent filings (per million population),104.0,2
616,Poland,1985,Grants of patents (number),,1
616,Poland,1995,Grants of patents (number),,1
616,Poland,2005,Grants of patents (number),,1
616,Poland,2010,Grants of patents (number),,1
616,Poland,2019,Grants of patents (number),,1
616,Poland,2020,Grants of patents (number),,1
616,Poland,2021,Grants of patents (number),,1
616,Poland,2005,Patents in force (number),,3
616,Poland,2010,Patents in force (number),,3
616,Poland,2019,Patents in force (number),,3
616,Poland,2020,Patents in force (number),,3
616,Poland,2021,Patents in force (number),,3
620,Portugal,1985,Resident patent filings (per million population),9.0,2
620,Portugal,1995,Resident patent filings (per million population),8.0,2
620,Portugal,2005,Resident patent filings (per million population),19.0,2
620,Portugal,2010,Resident patent filings (per million population),55.0,2
620,Portugal,2019,Resident patent filings (per million population),95.0,2
620,Portugal,2020,Resident patent filings (per million population),92.0,2
620,Portugal,2021,Resident patent filings (per million population),97.0,2
620,Portugal,1985,Grants of patents (number),960.0,1
620,Portugal,1995,Grants of patents (number),960.0,1
620,Portugal,2005,Grants of patents (number),231.0,1
620,Portugal,2010,Grants of patents (number),140.0,1
620,Portugal,2019,Grants of patents (number),80.0,1
620,Portugal,2020,Grants of patents (number),110.0,1
620,Portugal,2021,Grants of patents (number),191.0,1
620,Portugal,2005,Patents in force (number),,3
620,Portugal,2010,Patents in force (number),,3
620,Portugal,2019,Patents in force (number),,3
620,Portugal,2020,Patents in force (number),,3
620,Portugal,2021,Patents in force (number),,3
634,Qatar,2019,Resident patent filings (per million population),15.0,2
634,Qatar,2020,Resident patent filings (per million population),30.0,2
634,Qatar,2021,Resident patent filings (per million population),16.0,2
634,Qatar,2019,Grants of patents (number),15.0,1
634,Qatar,2020,Grants of patents (number),4.0,1
634,Qatar,2021,Grants of patents (number),83.0,1
634,Qatar,2020,Patents in force (number),205.0,3
634,Qatar,2021,Patents in force (number),83.0,3
410,Republic of Korea,1985,Resident patent filings (per million population),66.0,2
410,Republic of Korea,1995,Resident patent filings (per million population),,2
410,Republic of Korea,2005,Resident patent filings (per million population),,2
410,Republic of Korea,2010,Resident patent filings (per million population),,2
410,Republic of Korea,2019,Resident patent filings (per million population),,2
410,Republic of Korea,2020,Resident patent filings (per million population),,2
410,Republic of Korea,2021,Resident patent filings (per million population),,2
410,Republic of Korea,1985,Grants of patents (number),,1
410,Republic of Korea,1995,Grants of patents (number),,1
410,Republic of Korea,2005,Grants of patents (number),,1
410,Republic of Korea,2010,Grants of patents (number),,1
410,Republic of Korea,2019,Grants of patents (number),,1
410,Republic of Korea,2020,Grants of patents (number),,1
410,Republic of Korea,2021,Grants of patents (number),,1
410,Republic of Korea,2005,Patents in force (number),,3
410,Republic of Korea,2010,Patents in force (number),,3
410,Republic of Korea,2019,Patents in force (number),,3
410,Republic of Korea,2020,Patents in force (number),,3
410,Republic of Korea,2021,Patents in force (number),,3
498,Republic of Moldova,1995,Resident patent filings (per million population),92.0,2
498,Republic of Moldova,2005,Resident patent filings (per million population),131.0,2
498,Republic of Moldova,2010,Resident patent filings (per million population),52.0,2
498,Republic of Moldova,2019,Resident patent filings (per million population),32.0,2
498,Republic of Moldova,2020,Resident patent filings (per million population),32.0,2
498,Republic of Moldova,2021,Resident patent filings (per million population),25.0,2
498,Republic of Moldova,1995,Grants of patents (number),227.0,1
498,Republic of Moldova,2005,Grants of patents (number),269.0,1
498,Republic of Moldova,2010,Grants of patents (number),132.0,1
498,Republic of Moldova,2019,Grants of patents (number),57.0,1
498,Republic of Moldova,2020,Grants of patents (number),44.0,1
498,Republic of Moldova,2021,Grants of patents (number),69.0,1
498,Republic of Moldova,2005,Patents in force (number),,3
498,Republic of Moldova,2010,Patents in force (number),,3
498,Republic of Moldova,2019,Patents in force (number),317.0,3
498,Republic of Moldova,2020,Patents in force (number),289.0,3
498,Republic of Moldova,2021,Patents in force (number),293.0,3
642,Romania,1985,Resident patent filings (per million population),185.0,2
642,Romania,1995,Resident patent filings (per million population),80.0,2
642,Romania,2005,Resident patent filings (per million population),43.0,2
642,Romania,2010,Resident patent filings (per million population),69.0,2
642,Romania,2019,Resident patent filings (per million population),48.0,2
642,Romania,2020,Resident patent filings (per million population),45.0,2
642,Romania,2021,Resident patent filings (per million population),42.0,2
642,Romania,1985,Grants of patents (number),,1
642,Romania,1995,Grants of patents (number),,1
642,Romania,2005,Grants of patents (number),759.0,1
642,Romania,2010,Grants of patents (number),447.0,1
642,Romania,2019,Grants of patents (number),357.0,1
642,Romania,2020,Grants of patents (number),367.0,1
642,Romania,2021,Grants of patents (number),376.0,1
642,Romania,2005,Patents in force (number),,3
642,Romania,2010,Patents in force (number),,3
642,Romania,2019,Patents in force (number),,3
642,Romania,2020,Patents in force (number),,3
642,Romania,2021,Patents in force (number),,3
643,Russian Federation,1995,Resident patent filings (per million population),118.0,2
643,Russian Federation,2005,Resident patent filings (per million population),166.0,2
643,Russian Federation,2010,Resident patent filings (per million population),203.0,2
643,Russian Federation,2019,Resident patent filings (per million population),165.0,2
643,Russian Federation,2020,Resident patent filings (per million population),168.0,2
643,Russian Federation,2021,Resident patent filings (per million population),139.0,2
643,Russian Federation,1995,Grants of patents (number),,1
643,Russian Federation,2005,Grants of patents (number),,1
643,Russian Federation,2010,Grants of patents (number),,1
643,Russian Federation,2019,Grants of patents (number),,1
643,Russian Federation,2020,Grants of patents (number),,1
643,Russian Federation,2021,Grants of patents (number),,1
643,Russian Federation,2005,Patents in force (number),,3
643,Russian Federation,2010,Patents in force (number),,3
643,Russian Federation,2019,Patents in force (number),,3
643,Russian Federation,2020,Patents in force (number),,3
643,Russian Federation,2021,Patents in force (number),,3
646,Rwanda,2021,Resident patent filings (per million population),1.0,2
646,Rwanda,1985,Grants of patents (number),1.0,1
646,Rwanda,2005,Grants of patents (number),3.0,1
646,Rwanda,2019,Grants of patents (number),75.0,1
646,Rwanda,2021,Grants of patents (number),13.0,1
670,Saint Vincent & Grenadines,2019,Grants of patents (number),2.0,1
670,Saint Vincent & Grenadines,2020,Grants of patents (number),19.0,1
670,Saint Vincent & Grenadines,2019,Patents in force (number),19.0,3
670,Saint Vincent & Grenadines,2020,Patents in force (number),19.0,3
670,Saint Vincent & Grenadines,2021,Patents in force (number),20.0,3
882,Samoa,1985,Grants of patents (number),4.0,1
882,Samoa,1995,Grants of patents (number),2.0,1
882,Samoa,2019,Grants of patents (number),3.0,1
882,Samoa,2021,Grants of patents (number),3.0,1
882,Samoa,2019,Patents in force (number),56.0,3
882,Samoa,2021,Patents in force (number),51.0,3
674,San Marino,2019,Grants of patents (number),753.0,1
674,San Marino,2020,Grants of patents (number),715.0,1
674,San Marino,2021,Grants of patents (number),729.0,1
678,Sao Tome and Principe,2019,Patents in force (number),6.0,3
682,Saudi Arabia,1995,Resident patent filings (per million population),2.0,2
682,Saudi Arabia,2005,Resident patent filings (per million population),6.0,2
682,Saudi Arabia,2010,Resident patent filings (per million population),12.0,2
682,Saudi Arabia,2019,Resident patent filings (per million population),50.0,2
682,Saudi Arabia,2020,Resident patent filings (per million population),61.0,2
682,Saudi Arabia,2021,Resident patent filings (per million population),42.0,2
682,Saudi Arabia,1995,Grants of patents (number),3.0,1
682,Saudi Arabia,2005,Grants of patents (number),225.0,1
682,Saudi Arabia,2010,Grants of patents (number),194.0,1
682,Saudi Arabia,2019,Grants of patents (number),480.0,1
682,Saudi Arabia,2020,Grants of patents (number),705.0,1
682,Saudi Arabia,2021,Grants of patents (number),,1
682,Saudi Arabia,2019,Patents in force (number),,3
682,Saudi Arabia,2020,Patents in force (number),,3
682,Saudi Arabia,2021,Patents in force (number),,3
686,Senegal,2005,Resident patent filings (per million population),1.0,2
686,Senegal,2019,Resident patent filings (per million population),1.0,2
686,Senegal,2020,Resident patent filings (per million population),1.0,2
686,Senegal,2021,Resident patent filings (per million population),2.0,2
688,Serbia,2005,Resident patent filings (per million population),50.0,2
688,Serbia,2010,Resident patent filings (per million population),40.0,2
688,Serbia,2019,Resident patent filings (per million population),26.0,2
688,Serbia,2020,Resident patent filings (per million population),21.0,2
688,Serbia,2021,Resident patent filings (per million population),23.0,2
688,Serbia,2005,Grants of patents (number),265.0,1
688,Serbia,2010,Grants of patents (number),427.0,1
688,Serbia,2019,Grants of patents (number),59.0,1
688,Serbia,2020,Grants of patents (number),65.0,1
688,Serbia,2021,Grants of patents (number),45.0,1
688,Serbia,2010,Patents in force (number),,3
688,Serbia,2019,Patents in force (number),,3
688,Serbia,2020,Patents in force (number),,3
688,Serbia,2021,Patents in force (number),,3
690,Seychelles,1985,Grants of patents (number),2.0,1
690,Seychelles,1995,Grants of patents (number),1.0,1
690,Seychelles,2020,Grants of patents (number),30.0,1
690,Seychelles,2021,Grants of patents (number),26.0,1
690,Seychelles,2019,Patents in force (number),209.0,3
690,Seychelles,2020,Patents in force (number),225.0,3
690,Seychelles,2021,Patents in force (number),264.0,3
694,Sierra Leone,1995,Grants of patents (number),5.0,1
702,Singapore,1985,Resident patent filings (per million population),2.0,2
702,Singapore,1995,Resident patent filings (per million population),41.0,2
702,Singapore,2005,Resident patent filings (per million population),133.0,2
702,Singapore,2010,Resident patent filings (per million population),176.0,2
702,Singapore,2019,Resident patent filings (per million population),303.0,2
702,Singapore,2020,Resident patent filings (per million population),313.0,2
702,Singapore,2021,Resident patent filings (per million population),371.0,2
702,Singapore,1985,Grants of patents (number),416.0,1
702,Singapore,1995,Grants of patents (number),,1
702,Singapore,2005,Grants of patents (number),,1
702,Singapore,2010,Grants of patents (number),,1
702,Singapore,2019,Grants of patents (number),,1
702,Singapore,2020,Grants of patents (number),,1
702,Singapore,2021,Grants of patents (number),,1
702,Singapore,2005,Patents in force (number),,3
702,Singapore,2010,Patents in force (number),,3
702,Singapore,2019,Patents in force (number),,3
702,Singapore,2020,Patents in force (number),,3
702,Singapore,2021,Patents in force (number),,3
703,Slovakia,1995,Resident patent filings (per million population),50.0,2
703,Slovakia,2005,Resident patent filings (per million population),32.0,2
703,Slovakia,2010,Resident patent filings (per million population),48.0,2
703,Slovakia,2019,Resident patent filings (per million population),46.0,2
703,Slovakia,2020,Resident patent filings (per million population),48.0,2
703,Slovakia,2021,Resident patent filings (per million population),35.0,2
703,Slovakia,1995,Grants of patents (number),381.0,1
703,Slovakia,2005,Grants of patents (number),560.0,1
703,Slovakia,2010,Grants of patents (number),376.0,1
703,Slovakia,2019,Grants of patents (number),91.0,1
703,Slovakia,2020,Grants of patents (number),89.0,1
703,Slovakia,2021,Grants of patents (number),106.0,1
703,Slovakia,2005,Patents in force (number),,3
703,Slovakia,2010,Patents in force (number),,3
703,Slovakia,2019,Patents in force (number),,3
703,Slovakia,2020,Patents in force (number),,3
703,Slovakia,2021,Patents in force (number),,3
705,Slovenia,1995,Resident patent filings (per million population),158.0,2
705,Slovenia,2005,Resident patent filings (per million population),215.0,2
705,Slovenia,2010,Resident patent filings (per million population),282.0,2
705,Slovenia,1995,Grants of patents (number),380.0,1
705,Slovenia,2005,Grants of patents (number),285.0,1
705,Slovenia,2010,Grants of patents (number),250.0,1
705,Slovenia,2005,Patents in force (number),,3
705,Slovenia,2010,Patents in force (number),,3
90,Solomon Islands,1985,Grants of patents (number),4.0,1
706,Somalia,1985,Grants of patents (number),7.0,1
710,South Africa,1985,Resident patent filings (per million population),124.0,2
710,South Africa,1995,Resident patent filings (per million population),21.0,2
710,South Africa,2005,Resident patent filings (per million population),21.0,2
710,South Africa,2010,Resident patent filings (per million population),16.0,2
710,South Africa,2019,Resident patent filings (per million population),10.0,2
710,South Africa,2020,Resident patent filings (per million population),9.0,2
710,South Africa,2021,Resident patent filings (per million population),30.0,2
710,South Africa,1985,Grants of patents (number),,1
710,South Africa,1995,Grants of patents (number),,1
710,South Africa,2005,Grants of patents (number),,1
710,South Africa,2010,Grants of patents (number),,1
710,South Africa,2019,Grants of patents (number),,1
710,South Africa,2020,Grants of patents (number),,1
710,South Africa,2021,Grants of patents (number),,1
710,South Africa,2019,Patents in force (number),,3
710,South Africa,2020,Patents in force (number),,3
710,South Africa,2021,Patents in force (number),,3
724,Spain,1985,Resident patent filings (per million population),56.0,2
724,Spain,1995,Resident patent filings (per million population),52.0,2
724,Spain,2005,Resident patent filings (per million population),92.0,2
724,Spain,2010,Resident patent filings (per million population),107.0,2
724,Spain,2019,Resident patent filings (per million population),67.0,2
724,Spain,2020,Resident patent filings (per million population),68.0,2
724,Spain,2021,Resident patent filings (per million population),69.0,2
724,Spain,1985,Grants of patents (number),,1
724,Spain,1995,Grants of patents (number),686.0,1
724,Spain,2005,Grants of patents (number),,1
724,Spain,2010,Grants of patents (number),,1
724,Spain,2019,Grants of patents (number),,1
724,Spain,2020,Grants of patents (number),641.0,1
724,Spain,2021,Grants of patents (number),716.0,1
724,Spain,2005,Patents in force (number),,3
724,Spain,2010,Patents in force (number),,3
724,Spain,2019,Patents in force (number),,3
724,Spain,2020,Patents in force (number),,3
724,Spain,2021,Patents in force (number),,3
144,Sri Lanka,1985,Resident patent filings (per million population),2.0,2
144,Sri Lanka,1995,Resident patent filings (per million population),4.0,2
144,Sri Lanka,2005,Resident patent filings (per million population),8.0,2
144,Sri Lanka,2010,Resident patent filings (per million population),11.0,2
144,Sri Lanka,2019,Resident patent filings (per million population),16.0,2
144,Sri Lanka,2020,Resident patent filings (per million population),16.0,2
144,Sri Lanka,2021,Resident patent filings (per million population),12.0,2
144,Sri Lanka,1985,Grants of patents (number),112.0,1
144,Sri Lanka,1995,Grants of patents (number),159.0,1
144,Sri Lanka,2005,Grants of patents (number),180.0,1
144,Sri Lanka,2010,Grants of patents (number),504.0,1
144,Sri Lanka,2019,Grants of patents (number),175.0,1
144,Sri Lanka,2020,Grants of patents (number),273.0,1
144,Sri Lanka,2021,Grants of patents (number),194.0,1
144,Sri Lanka,2019,Patents in force (number),781.0,3
144,Sri Lanka,2020,Patents in force (number),939.0,3
144,Sri Lanka,2021,Patents in force (number),995.0,3
729,Sudan,2010,Resident patent filings (per million population),7.0,2
729,Sudan,2019,Resident patent filings (per million population),6.0,2
729,Sudan,2020,Resident patent filings (per million population),4.0,2
729,Sudan,2005,Grants of patents (number),174.0,1
729,Sudan,2010,Grants of patents (number),125.0,1
729,Sudan,2019,Grants of patents (number),139.0,1
729,Sudan,2020,Grants of patents (number),117.0,1
752,Sweden,1985,Resident patent filings (per million population),460.0,2
752,Sweden,1995,Resident patent filings (per million population),447.0,2
752,Sweden,2005,Resident patent filings (per million population),555.0,2
752,Sweden,2010,Resident patent filings (per million population),614.0,2
752,Sweden,2019,Resident patent filings (per million population),601.0,2
752,Sweden,2020,Resident patent filings (per million population),597.0,2
752,Sweden,2021,Resident patent filings (per million population),645.0,2
752,Sweden,1985,Grants of patents (number),,1
752,Sweden,1995,Grants of patents (number),,1
752,Sweden,2005,Grants of patents (number),,1
752,Sweden,2010,Grants of patents (number),,1
752,Sweden,2019,Grants of patents (number),920.0,1
752,Sweden,2020,Grants of patents (number),,1
752,Sweden,2021,Grants of patents (number),717.0,1
752,Sweden,2005,Patents in force (number),,3
752,Sweden,2010,Patents in force (number),,3
752,Sweden,2019,Patents in force (number),,3
752,Sweden,2020,Patents in force (number),,3
752,Sweden,2021,Patents in force (number),,3
756,Switzerland,1985,Resident patent filings (per million population),493.0,2
756,Switzerland,1995,Resident patent filings (per million population),411.0,2
756,Switzerland,2005,Resident patent filings (per million population),897.0,2
756,Switzerland,2010,Resident patent filings (per million population),,2
756,Switzerland,2019,Resident patent filings (per million population),,2
756,Switzerland,2020,Resident patent filings (per million population),,2
756,Switzerland,2021,Resident patent filings (per million population),,2
756,Switzerland,1985,Grants of patents (number),,1
756,Switzerland,1995,Grants of patents (number),,1
756,Switzerland,2010,Grants of patents (number),741.0,1
756,Switzerland,2019,Grants of patents (number),615.0,1
756,Switzerland,2020,Grants of patents (number),745.0,1
756,Switzerland,2021,Grants of patents (number),724.0,1
756,Switzerland,2005,Patents in force (number),,3
756,Switzerland,2010,Patents in force (number),,3
756,Switzerland,2019,Patents in force (number),,3
756,Switzerland,2020,Patents in force (number),,3
756,Switzerland,2021,Patents in force (number),,3
760,Syrian Arab Republic,1995,Resident patent filings (per million population),9.0,2
